,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
5441978,Early-demographic dividend,EAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,7945000000.0
5442697,East Asia & Pacific,EAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,7332000000.0
5443424,East Asia & Pacific (excluding high income),EAP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,3559000000.0
5444182,East Asia & Pacific (IDA & IBRD countries),TEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,3555000000.0
5444901,Euro area,EMU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,3157000000.0
5445590,Europe & Central Asia,ECS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,5743000000.0
5446371,Europe & Central Asia (excluding high income),ECA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1200000000.0
5447183,Europe & Central Asia (IDA & IBRD countries),TEC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1431000000.0
5447944,European Union,EUU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,3664000000.0
5448685,Fragile and conflict affected situations,FCS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1753000000.0
5450077,High income,HIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,11735000000.0
5450822,IBRD only,IBD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,10411000000.0
5451535,IDA & IBRD total,IBT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,12671000000.0
5452242,IDA blend,IDB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1288000000.0
5453658,IDA total,IDA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,2260000000.0
5454334,Late-demographic dividend,LTE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,5493000000.0
5455057,Latin America & Caribbean,LCN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1363000000.0
5455851,Latin America & Caribbean (excluding high income),LAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,981000000.0
5456678,Latin America & the Caribbean (IDA & IBRD countries),TLA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1352000000.0
5457454,Least developed countries: UN classification,LDC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,723000000.0
5458157,Low & middle income,LMY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,12087000000.0
5458911,Low income,LIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,832000000.0
5459599,Lower middle income,LMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,4690000000.0
5460372,Middle East & North Africa,MEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,4267000000.0
5461060,Middle East & North Africa (excluding high income),MNA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,2305000000.0
5461832,Middle East & North Africa (IDA & IBRD countries),TMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,2291000000.0
5462552,Middle income,MIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,11255000000.0
5463299,North America,NAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1075000000.0
5463977,OECD members,OED,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,9336000000.0
5465883,Post-demographic dividend,PST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,9140000000.0
5466629,Pre-demographic dividend,PRE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1184000000.0
5467969,South Asia,SAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,3414000000.0
5468756,South Asia (IDA & IBRD),TSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,3414000000.0
5469492,Sub-Saharan Africa,SSF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,628000000.0
5470225,Sub-Saharan Africa (excluding high income),SSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,628000000.0
5470985,Sub-Saharan Africa (IDA & IBRD countries),TSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,628000000.0
5471692,Upper middle income,UMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,6565000000.0
5472461,World,WLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,23822000000.0
5473215,Afghanistan,AFG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,344000000.0
5474952,Algeria,DZA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1075000000.0
5476204,Angola,AGO,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,20000000.0
5477722,Argentina,ARG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,11000000.0
5478703,Armenia,ARM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,46000000.0
5480189,Australia,AUS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,777000000.0
5481043,Austria,AUT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,286000000.0
5481933,Azerbaijan,AZE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,145000000.0
5482928,"Bahamas, The",BHS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1000000.0
5485294,Barbados,BRB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,10000000.0
5485997,Belarus,BLR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,3000000.0
5486985,Belgium,BEL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,91000000.0
5488755,Benin,BEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1000000.0
5490866,Bolivia,BOL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,5000000.0
5492813,Botswana,BWA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,13000000.0
5493764,Brazil,BRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,156000000.0
5494948,Brunei Darussalam,BRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,33000000.0
5495691,Bulgaria,BGR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,119000000.0
5496649,Burkina Faso,BFA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,2000000.0
5497573,Burundi,BDI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1000000.0
5498432,Cabo Verde,CPV,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,2000000.0
5499345,Cambodia,KHM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,4000000.0
5501209,Canada,CAN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,101000000.0
5502975,Chad,TCD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,35000000.0
5503926,Chile,CHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,335000000.0
5504888,China,CHN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1387000000.0
5505735,Colombia,COL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,248000000.0
5507508,"Congo, Dem. Rep.",COD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,44000000.0
5508363,"Congo, Rep.",COG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1000000.0
5511200,Croatia,HRV,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,4000000.0
5513907,Czech Republic,CZE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,6000000.0
5514833,Denmark,DNK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,130000000.0
5516933,Dominican Republic,DOM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,10000000.0
5517935,Ecuador,ECU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,77000000.0
5518918,"Egypt, Arab Rep.",EGY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,159000000.0
5520914,Equatorial Guinea,GNQ,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,68000000.0
5522310,Estonia,EST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,43000000.0
5525858,Finland,FIN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,42000000.0
5526752,France,FRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,76000000.0
5528715,"Gambia, The",GMB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,16000000.0
5529558,Georgia,GEO,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,38000000.0
5530539,Germany,DEU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,339000000.0
5531427,Ghana,GHA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,11000000.0
5532527,Greece,GRC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1224000000.0
5540275,Hungary,HUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,4000000.0
5542056,India,IND,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1863000000.0
5543000,Indonesia,IDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,441000000.0
5544032,"Iran, Islamic Rep.",IRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,97000000.0
5544876,Iraq,IRQ,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,398000000.0
5545545,Ireland,IRL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,0.0
5546506,Israel,ISR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,153000000.0
5547391,Italy,ITA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,101000000.0
5549140,Japan,JPN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,621000000.0
5549920,Jordan,JOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,234000000.0
5550803,Kazakhstan,KAZ,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,39000000.0
5551730,Kenya,KEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,34000000.0
5553240,"Korea, Dem. People’s Rep.",PRK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,4000000.0
5553667,"Korea, Rep.",KOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,797000000.0
5555041,Kuwait,KWT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,9000000.0
5556763,Lao PDR,LAO,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,26000000.0
5557629,Latvia,LVA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,11000000.0
5558569,Lebanon,LBN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,52000000.0
5561150,Libya,LBY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,22000000.0
5561903,Lithuania,LTU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,27000000.0
5562796,Luxembourg,LUX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,7000000.0
5564286,Madagascar,MDG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,0.0
5566176,Malaysia,MYS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1512000000.0
5567947,Mali,MLI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,10000000.0
5571853,Mexico,MEX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,59000000.0
5576364,Morocco,MAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,39000000.0
5578247,Myanmar,MMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,59000000.0
5578984,Namibia,NAM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,15000000.0
5580996,Netherlands,NLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,293000000.0
5582162,New Zealand,NZL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,56000000.0
5582981,Nicaragua,NIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,14000000.0
5583874,Niger,NER,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1000000.0
5584808,Nigeria,NGA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,65000000.0
5586759,Norway,NOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,583000000.0
5587661,Oman,OMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,93000000.0
5588440,Pakistan,PAK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1186000000.0
5589889,Panama,PAN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,7000000.0
5592492,Peru,PER,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,43000000.0
5593583,Philippines,PHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1000000.0
5594614,Poland,POL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,171000000.0
5595582,Portugal,PRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,370000000.0
5596837,Qatar,QAT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,286000000.0
5597541,Romania,ROU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,56000000.0
5598544,Russian Federation,RUS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,8000000.0
5599451,Rwanda,RWA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,11000000.0
5601882,Saudi Arabia,SAU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,824000000.0
5602652,Senegal,SEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,4000000.0
5605950,Singapore,SGP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1429000000.0
5606843,Slovak Republic,SVK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,9000000.0
5607788,Slovenia,SVN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,7000000.0
5609676,South Africa,ZAF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,134000000.0
5610608,South Sudan,SSD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,1000000.0
5610998,Spain,ESP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,231000000.0
5611901,Sri Lanka,LKA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,21000000.0
5614904,Sudan,SDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,89000000.0
5616543,Sweden,SWE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,17000000.0
5617442,Switzerland,CHE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,39000000.0
5618305,Syrian Arab Republic,SYR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,210000000.0
5619029,Tajikistan,TJK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,34000000.0
5619949,Tanzania,TZA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,25000000.0
5620876,Thailand,THA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,64000000.0
5625986,Turkey,TUR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,732000000.0
5627002,Turkmenistan,TKM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,36000000.0
5627967,Uganda,UGA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,25000000.0
5629851,United Arab Emirates,ARE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,597000000.0
5630483,United Kingdom,GBR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,376000000.0
5631368,United States,USA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,974000000.0
5632211,Uruguay,URY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,29000000.0
5634794,"Venezuela, RB",VEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,358000000.0
5635707,Vietnam,VNM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,61000000.0
5636825,West Bank and Gaza,PSE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,14000000.0
5637684,"Yemen, Rep.",YEM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2009,5000000.0
5640020,Arab World,ARB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,5312000000.0
5641441,Central Europe and the Baltics,CEB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,401000000.0
5642213,Early-demographic dividend,EAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,10489000000.0
5643023,East Asia & Pacific,EAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,6349000000.0
5643819,East Asia & Pacific (excluding high income),EAP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,2005000000.0
5644636,East Asia & Pacific (IDA & IBRD countries),TEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,2004000000.0
5645411,Euro area,EMU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,2723000000.0
5646147,Europe & Central Asia,ECS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,4611000000.0
5646985,Europe & Central Asia (excluding high income),ECA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,855000000.0
5647844,Europe & Central Asia (IDA & IBRD countries),TEC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1132000000.0
5648670,European Union,EUU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,3067000000.0
5649460,Fragile and conflict affected situations,FCS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,2484000000.0
5650956,High income,HIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,11971000000.0
5651758,IBRD only,IBD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,10293000000.0
5652527,IDA & IBRD total,IBT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,14559000000.0
5653300,IDA blend,IDB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,2588000000.0
5654820,IDA total,IDA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,4266000000.0
5655552,Late-demographic dividend,LTE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,4615000000.0
5656333,Latin America & Caribbean,LCN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1608000000.0
5657152,Latin America & Caribbean (excluding high income),LAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1089000000.0
5657994,Latin America & the Caribbean (IDA & IBRD countries),TLA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1608000000.0
5659546,Low & middle income,LMY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,13770000000.0
5660370,Low income,LIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1533000000.0
5661122,Lower middle income,LMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,7664000000.0
5661993,Middle East & North Africa,MEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,5287000000.0
5662753,Middle East & North Africa (excluding high income),MNA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,3246000000.0
5663578,Middle East & North Africa (IDA & IBRD countries),TMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,3240000000.0
5664342,Middle income,MIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,12237000000.0
5665146,North America,NAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1311000000.0
5665887,OECD members,OED,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,9554000000.0
5667929,Post-demographic dividend,PST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,8937000000.0
5668732,Pre-demographic dividend,PRE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1603000000.0
5670166,South Asia,SAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,5530000000.0
5671058,South Asia (IDA & IBRD),TSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,5530000000.0
5671889,Sub-Saharan Africa,SSF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1045000000.0
5672700,Sub-Saharan Africa (excluding high income),SSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1045000000.0
5673527,Sub-Saharan Africa (IDA & IBRD countries),TSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1045000000.0
5674301,Upper middle income,UMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,4573000000.0
5675147,World,WLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,25741000000.0
5675979,Afghanistan,AFG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,377000000.0
5677821,Algeria,DZA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,834000000.0
5680778,Argentina,ARG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,11000000.0
5681867,Armenia,ARM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,52000000.0
5683455,Australia,AUS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1511000000.0
5684399,Austria,AUT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,7000000.0
5685345,Azerbaijan,AZE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,155000000.0
5687159,Bahrain,BHR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,103000000.0
5687977,Bangladesh,BGD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,36000000.0
5690830,Belgium,BEL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,32000000.0
5692715,Benin,BEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,0.0
5695047,Bolivia,BOL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1000000.0
5696982,Botswana,BWA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,10000000.0
5697908,Brazil,BRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,311000000.0
5698993,Brunei Darussalam,BRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,33000000.0
5699750,Bulgaria,BGR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,8000000.0
5700756,Burkina Faso,BFA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,0.0
5701744,Burundi,BDI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,2000000.0
5703643,Cambodia,KHM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,34000000.0
5704716,Cameroon,CMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,10000000.0
5705690,Canada,CAN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,228000000.0
5707658,Chad,TCD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,38000000.0
5708676,Chile,CHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,475000000.0
5709702,China,CHN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,1020000000.0
5710645,Colombia,COL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,255000000.0
5712610,"Congo, Dem. Rep.",COD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,151000000.0
5713597,"Congo, Rep.",COG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,27000000.0
5716594,Croatia,HRV,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,11000000.0
5718580,Cyprus,CYP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,44000000.0
5719520,Czech Republic,CZE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,13000000.0
5720479,Denmark,DNK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,17000000.0
5722677,Dominican Republic,DOM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,51000000.0
5723794,Ecuador,ECU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,90000000.0
5724878,"Egypt, Arab Rep.",EGY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,686000000.0
5726999,Equatorial Guinea,GNQ,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,3000000.0
5728483,Estonia,EST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,13000000.0
5730357,Ethiopia,ETH,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,54000000.0
5732257,Finland,FIN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,52000000.0
5733225,France,FRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,103000000.0
5734478,Gabon,GAB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,22000000.0
5737289,Germany,DEU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,282000000.0
5738244,Ghana,GHA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,2000000.0
5739357,Greece,GRC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,631000000.0
5742579,Guinea,GIN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,4000000.0
5747965,Hungary,HUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,18000000.0
5749854,India,IND,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,2909000000.0
5750879,Indonesia,IDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,225000000.0
5751957,"Iran, Islamic Rep.",IRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2010,99000000.0
